55,0.934,0.089234
98,0.87933,0.094026
105,0.946,0.081942
111,1.3687,0.19525
119,2.3223,0.39688
126,2.813,0.62636
127,2.6777,0.7403
133,3.8737,0.69048
139,4.3177,0.60376
148,4.409,0.51053
154,4.784,0.53368
162,4.8517,0.51207
170,4.492,0.42851
175,4.6091,0.48224
190,4.6613,0.49673
205,3.9221,0.48621
222,3.6979,0.3832
244,3.9987,0.32076
251,4.4383,0.56146
258,3.8437,0.43018
267,4.1453,0.46941
273,4.0843,0.43163
281,4.0017,0.51912
286,3.7677,0.49642
293,2.768,0.34935
296,2.5913,0.30738
