92,1.06,0.16
111,1.14,0.38
117,1.78,0.27
134,4.14,0.54
179,5.19,0.55
237,4.89,0.49
266,4.22,0.36
277,3.87,0.42
294,2.2,0.25
315,0.98,0.09
