90,1.1687,0.080032
109,1.6927,0.25926
117,2.3987,0.43088
124,2.8563,0.61602
131,2.8927,0.79072
137,3.7673,0.64722
145,4.3563,0.6005
157,4.4433,0.56649
192,4.223,0.52055
221,4.3453,0.42535
252,3.8413,0.4954
262,4.2217,0.46835
269,4.1877,0.51802
277,3.8527,0.4857
285,4.009,0.60571
292,3.4433,0.31781
298,2.9731,0.45232
301,3.1097,0.45077
307,2.1987,0.23819
315,1.2843,0.13698
