DATE,TREEID,FOPEN,FPAST,LCOLOR,LFALL
9/9/1992,VACO-01,-99,-99,0,0
9/9/1992,PIST-01,-99,-99,-99,-99
9/9/1992,AMSP-01,-99,-99,1,0
9/9/1992,FRAM-01,-99,-99,0,0
9/9/1992,PRSE-01,-99,-99,0,0
9/9/1992,ILVE-01,-99,-99,0,0
9/9/1992,VICA-01,-99,-99,0,0
9/9/1992,ACRU-01,-99,-99,3,0
9/9/1992,SAPU-01,-99,-99,1,0
9/9/1992,COAL-01,-99,-99,0,0
9/9/1992,AMSP-02,-99,-99,3,0
9/9/1992,ACSA-01,-99,-99,0,0
9/9/1992,BELE-01,-99,-99,0,0
9/9/1992,SAPU-03,-99,-99,-99,-99
9/9/1992,BEAL-01,-99,-99,3,0
9/9/1992,COAL-02,-99,-99,0,0
9/9/1992,QURU-01,-99,-99,0,0
9/9/1992,VICA-02,-99,-99,0,0
9/9/1992,ILVE-03,-99,-99,0,0
9/9/1992,QUAL-01,-99,-99,0,0
9/9/1992,FAGR-01,-99,-99,0,0
9/9/1992,VIAL-01,-99,-99,0,0
9/9/1992,ACPE-01,-99,-99,0,0
9/9/1992,TSCA-01,-99,-99,0,0
9/9/1992,QUVE-01,-99,-99,0,0
9/9/1992,VACO-02,-99,-99,-99,0
9/9/1992,LYLI-02,-99,-99,0,0
9/9/1992,LYLI-01,-99,-99,20,0
9/9/1992,BEPO-01,-99,-99,0,0
9/9/1992,LYLI-03,-99,-99,3,0
9/9/1992,KAAN-01,-99,-99,0,0
9/9/1992,PIST-02,-99,-99,0,0
9/9/1992,BEPA-01,-99,-99,0,0
9/9/1992,CRSP-01,-99,-99,30,0
9/9/1992,ACRU-02,-99,-99,8,0
9/9/1992,RHSP-01,-99,-99,0,0
9/9/1992,ACPE-02,-99,-99,0,0
9/9/1992,CADE-01,-99,-99,0,0
9/9/1992,NYSY-01,-99,-99,3,0
9/9/1992,KALA-01,-99,-99,0,0
9/9/1992,FAGR-02,-99,-99,0,0
9/9/1992,ACPE-03,-99,-99,0,0
9/9/1992,HAVI-01,-99,-99,0,0
9/9/1992,BEAL-02,-99,-99,0,0
9/9/1992,BELE-02,-99,-99,0,0
9/9/1992,VICA-03,-99,-99,3,0
9/9/1992,VIAL-02,-99,-99,-99,0
9/9/1992,FAGR-03,-99,-99,0,0
9/9/1992,TSCA-02,-99,-99,0,0
9/9/1992,CADE-02,-99,-99,0,0
9/9/1992,KALA-02,-99,-99,0,0
9/9/1992,VACO-03,-99,-99,0,0
9/9/1992,KAAN-02,-99,-99,0,0
9/9/1992,NEMU-01,-99,-99,0,0
9/9/1992,ILVE-04,-99,-99,0,0
9/9/1992,NEMU-02,-99,-99,0,0
9/9/1992,RHSP-02,-99,-99,0,0
9/9/1992,AMSP-03,-99,-99,1,0
9/9/1992,NYSY-02,-99,-99,15,0
9/9/1992,BEPO-02,-99,-99,0,0
9/9/1992,BEAL-03,-99,-99,7,0
9/9/1992,NYSY-03,-99,-99,7,0
9/9/1992,HAVI-02,-99,-99,3,0
9/9/1992,QURU-02,-99,-99,0,0
9/9/1992,ARSP-01,-99,-99,1,0
9/9/1992,ACRU-03,-99,-99,3,0
9/9/1992,VIAL-03,-99,-99,-99,0
9/9/1992,KAAN-03,-99,-99,0,0
9/9/1992,VACO-04,-99,-99,10,0
9/9/1992,ACPE-04,-99,-99,0,0
9/9/1992,CADE-03,-99,-99,0,0
9/9/1992,QUVE-02,-99,-99,0,0
9/9/1992,BEPO-03,-99,-99,3,0
9/9/1992,PIST-03,-99,-99,1,0
9/9/1992,KALA-03,-99,-99,0,0
9/9/1992,BEPO-04,-99,-99,0,0
9/9/1992,ACRU-04,-99,-99,8,0
9/9/1992,QUAL-02,-99,-99,0,0
9/9/1992,RHSP-03,-99,-99,13,0
9/9/1992,NEMU-03,-99,-99,0,0
9/9/1992,ARSP-02,-99,-99,0,0
9/9/1992,CRSP-03,-99,-99,0,0
9/9/1992,BELE-03,-99,-99,0,0
9/9/1992,HAVI-03,-99,-99,10,0
9/9/1992,QUVE-03,-99,-99,0,0
9/9/1992,TSCA-03,-99,-99,0,0
9/9/1992,QUVE-04,-99,-99,0,0
9/9/1992,QURU-03,-99,-99,0,0
9/9/1992,CRSP-02,-99,-99,0,0
9/9/1992,PRSE-02,-99,-99,10,0
9/9/1992,BEPA-02,-99,-99,0,0
9/9/1992,BEPA-03,-99,-99,0,0
9/9/1992,BEPA-04,-99,-99,0,0
9/9/1992,COAL-03,-99,-99,1,0
9/9/1992,FRAM-02,-99,-99,0,0
9/9/1992,FAGR-04,-99,-99,0,0
9/9/1992,QUAL-03,-99,-99,0,0
9/9/1992,ILVE-02,-99,-99,0,0
9/9/1992,ACSA-02,-99,-99,0,0
9/9/1992,FRAM-03,-99,-99,0,0
9/9/1992,SAPU-02,-99,-99,0,0
9/9/1992,ARSP-03,-99,-99,1,0
9/9/1992,FRAM-05,-99,-99,0,0
9/9/1992,POTR-03,-99,-99,0,0
9/9/1992,ACSA-03,-99,-99,10,0
9/9/1992,PRSE-03,-99,-99,0,0
9/9/1992,QURU-04,-99,-99,0,0
9/9/1992,ACRU-05,-99,-99,8,0
9/9/1992,PIST-04,-99,-99,1,0
9/9/1992,FRAM-04,-99,-99,0,0
9/9/1992,POTR-02,-99,-99,0,0
9/29/1992,VACO-01,-99,-99,-99,0
9/29/1992,PIST-01,-99,-99,0,0
9/29/1992,AMSP-01,-99,-99,15,0
9/29/1992,FRAM-01,-99,-99,-99,0
9/29/1992,PRSE-01,-99,-99,8,0
9/29/1992,ILVE-01,-99,-99,0,0
9/29/1992,VICA-01,-99,-99,-99,0
9/29/1992,ACRU-01,-99,-99,80,0
9/29/1992,SAPU-01,-99,-99,-99,0
9/29/1992,COAL-01,-99,-99,-99,0
9/29/1992,AMSP-02,-99,-99,-99,0
9/29/1992,ACSA-01,-99,-99,-99,0
9/29/1992,BELE-01,-99,-99,15,0
9/29/1992,SAPU-03,-99,-99,-99,0
9/29/1992,BEAL-01,-99,-99,37,0
9/29/1992,COAL-02,-99,-99,-99,0
9/29/1992,QURU-01,-99,-99,-99,0
9/29/1992,VICA-02,-99,-99,-99,0
9/29/1992,ILVE-03,-99,-99,-99,0
9/29/1992,QUAL-01,-99,-99,7,0
9/29/1992,FAGR-01,-99,-99,-99,0
9/29/1992,VIAL-01,-99,-99,-99,0
9/29/1992,ACPE-01,-99,-99,-99,0
9/29/1992,TSCA-01,-99,-99,0,0
9/29/1992,QUVE-01,-99,-99,-99,0
9/29/1992,VACO-02,-99,-99,0,0
9/29/1992,LYLI-02,-99,-99,15,0
9/29/1992,LYLI-01,-99,-99,-99,0
9/29/1992,BEPO-01,-99,-99,-99,0
9/29/1992,LYLI-03,-99,-99,80,0
9/29/1992,KAAN-01,-99,-99,-99,0
9/29/1992,PIST-02,-99,-99,-99,0
9/29/1992,BEPA-01,-99,-99,-99,0
9/29/1992,CRSP-01,-99,-99,-99,0
9/29/1992,ACRU-02,-99,-99,80,0
9/29/1992,RHSP-01,-99,-99,62,0
9/29/1992,ACPE-02,-99,-99,8,0
9/29/1992,CADE-01,-99,-99,-99,0
9/29/1992,NYSY-01,-99,-99,95,25
9/29/1992,KALA-01,-99,-99,0,0
9/29/1992,FAGR-02,-99,-99,-99,0
9/29/1992,ACPE-03,-99,-99,-99,0
9/29/1992,HAVI-01,-99,-99,55,0
9/29/1992,BEAL-02,-99,-99,-99,0
9/29/1992,BELE-02,-99,-99,-99,0
9/29/1992,VICA-03,-99,-99,15,10
9/29/1992,VIAL-02,-99,-99,-99,0
9/29/1992,FAGR-03,-99,-99,-99,0
9/29/1992,TSCA-02,-99,-99,0,0
9/29/1992,CADE-02,-99,-99,-99,0
9/29/1992,KALA-02,-99,-99,0,0
9/29/1992,VACO-03,-99,-99,0,0
9/29/1992,KAAN-02,-99,-99,0,0
9/29/1992,NEMU-01,-99,-99,0,0
9/29/1992,ILVE-04,-99,-99,-99,0
9/29/1992,NEMU-02,-99,-99,0,0
9/29/1992,RHSP-02,-99,-99,0,0
9/29/1992,AMSP-03,-99,-99,0,0
9/29/1992,NYSY-02,-99,-99,100,0
9/29/1992,BEPO-02,-99,-99,30,0
9/29/1992,BEAL-03,-99,-99,-99,0
9/29/1992,NYSY-03,-99,-99,95,0
9/29/1992,HAVI-02,80,-99,100,0
9/29/1992,QURU-02,-99,-99,10,0
9/29/1992,ARSP-01,-99,-99,-99,0
9/29/1992,ACRU-03,-99,-99,100,0
9/29/1992,VIAL-03,-99,-99,8,0
9/29/1992,KAAN-03,-99,-99,3,0
9/29/1992,VACO-04,-99,-99,15,0
9/29/1992,ACPE-04,-99,-99,-99,0
9/29/1992,CADE-03,-99,-99,-99,0
9/29/1992,QUVE-02,-99,-99,-99,0
9/29/1992,BEPO-03,-99,-99,0,0
9/29/1992,PIST-03,-99,-99,-99,0
9/29/1992,KALA-03,-99,-99,-99,0
9/29/1992,BEPO-04,-99,-99,8,0
9/29/1992,ACRU-04,-99,-99,97,0
9/29/1992,QUAL-02,-99,-99,30,0
9/29/1992,RHSP-03,-99,-99,35,0
9/29/1992,NEMU-03,-99,-99,0,0
9/29/1992,ARSP-02,-99,-99,30,0
9/29/1992,CRSP-03,-99,-99,-99,0
9/29/1992,BELE-03,-99,-99,20,0
9/29/1992,HAVI-03,-99,-99,8,0
9/29/1992,QUVE-03,-99,-99,30,0
9/29/1992,TSCA-03,-99,-99,0,0
9/29/1992,QUVE-04,-99,-99,-99,0
9/29/1992,QURU-03,-99,-99,-99,0
9/29/1992,CRSP-02,-99,-99,-99,0
9/29/1992,PRSE-02,-99,-99,15,0
9/29/1992,BEPA-02,-99,-99,-99,0
9/29/1992,BEPA-03,-99,-99,-99,0
9/29/1992,BEPA-04,-99,-99,-99,0
9/29/1992,COAL-03,-99,-99,-99,0
9/29/1992,FRAM-02,-99,-99,97,0
9/29/1992,FAGR-04,-99,-99,-99,0
9/29/1992,QUAL-03,-99,-99,-99,0
9/29/1992,ILVE-02,-99,-99,-99,0
9/29/1992,ACSA-02,-99,-99,-99,0
9/29/1992,FRAM-03,-99,-99,-99,0
9/29/1992,SAPU-02,-99,-99,-99,0
9/29/1992,ARSP-03,-99,-99,8,0
9/29/1992,FRAM-05,-99,-99,0,0
9/29/1992,POTR-03,-99,-99,0,0
9/29/1992,ACSA-03,-99,-99,-99,0
9/29/1992,PRSE-03,-99,-99,-99,0
9/29/1992,QURU-04,-99,-99,3,0
9/29/1992,ACRU-05,-99,-99,15,0
9/29/1992,PIST-04,-99,-99,0,0
