DATE,TREEID,FOPEN,FPAST,LCOLOR,LFALL
9/15/1993,VACO-01,-99,-99,0,0
9/15/1993,PIST-01,-99,-99,0,0
9/15/1993,AMSP-01,-99,-99,0,0
9/15/1993,FRAM-01,-99,-99,0,0
9/15/1993,PRSE-01,-99,-99,0,0
9/15/1993,ILVE-01,-99,-99,0,0
9/15/1993,VICA-01,-99,-99,0,0
9/15/1993,ACRU-01,-99,-99,5,0
9/15/1993,SAPU-01,-99,-99,0,0
9/15/1993,AMSP-02,-99,-99,0,0
9/15/1993,ACSA-01,-99,-99,0,0
9/15/1993,BELE-01,-99,-99,0,0
9/15/1993,SAPU-03,-99,-99,0,0
9/15/1993,BEAL-01,-99,-99,1,0
9/15/1993,COAL-02,-99,-99,0,0
9/15/1993,QURU-01,-99,-99,0,0
9/15/1993,VICA-02,-99,-99,0,0
9/15/1993,QUAL-01,-99,-99,0,0
9/15/1993,FAGR-01,-99,-99,0,0
9/15/1993,VIAL-01,-99,-99,0,0
9/15/1993,ACPE-01,-99,-99,0,0
9/15/1993,TSCA-01,-99,-99,0,0
9/15/1993,QUVE-01,-99,-99,0,0
9/15/1993,VACO-02,-99,-99,0,0
9/15/1993,LYLI-02,-99,-99,0,0
9/15/1993,LYLI-01,-99,-99,0,0
9/15/1993,BEPO-01,-99,-99,0,0
9/15/1993,LYLI-03,-99,-99,0,0
9/15/1993,KAAN-01,-99,-99,0,0
9/15/1993,PIST-02,-99,-99,0,0
9/15/1993,BEPA-01,-99,-99,0,0
9/15/1993,CRSP-01,-99,-99,0,0
9/15/1993,ACRU-02,-99,-99,0,0
9/15/1993,RHSP-01,-99,-99,0,0
9/15/1993,ACPE-02,-99,-99,0,0
9/15/1993,CADE-01,-99,-99,0,0
9/15/1993,NYSY-04,-99,-99,0,0
9/15/1993,KALA-01,-99,-99,0,0
9/15/1993,FAGR-02,-99,-99,0,0
9/15/1993,ACPE-03,-99,-99,0,0
9/15/1993,HAVI-01,-99,-99,0,0
9/15/1993,BEAL-02,-99,-99,0,0
9/15/1993,BELE-02,-99,-99,0,0
9/15/1993,VICA-03,-99,-99,5,0
9/15/1993,VIAL-02,-99,-99,0,0
9/15/1993,FAGR-03,-99,-99,0,0
9/15/1993,TSCA-04,-99,-99,0,0
9/15/1993,CADE-02,-99,-99,0,0
9/15/1993,KALA-02,-99,-99,0,0
9/15/1993,VACO-03,-99,-99,0,0
9/15/1993,KAAN-02,-99,-99,0,0
9/15/1993,NEMU-01,-99,-99,0,0
9/15/1993,ILVE-04,-99,-99,0,0
9/15/1993,NEMU-02,-99,-99,0,0
9/15/1993,RHSP-02,-99,-99,0,0
9/15/1993,AMSP-03,-99,-99,0,0
9/15/1993,NYSY-02,-99,-99,10,0
9/15/1993,BEPO-02,-99,-99,0,0
9/15/1993,BEAL-03,-99,-99,0,0
9/15/1993,NYSY-03,-99,-99,5,0
9/15/1993,HAVI-02,-99,-99,0,0
9/15/1993,QURU-02,-99,-99,0,0
9/15/1993,ARSP-01,-99,-99,0,0
9/15/1993,ACRU-03,-99,-99,5,0
9/15/1993,VIAL-03,-99,-99,0,0
9/15/1993,KAAN-03,-99,-99,0,0
9/15/1993,VACO-04,-99,-99,0,0
9/15/1993,ACPE-04,-99,-99,0,0
9/15/1993,CADE-03,-99,-99,0,0
9/15/1993,QUVE-02,-99,-99,0,0
9/15/1993,BEPO-03,-99,-99,0,0
9/15/1993,PIST-03,-99,-99,0,0
9/15/1993,KALA-03,-99,-99,5,0
9/15/1993,BEPO-04,-99,-99,5,0
9/15/1993,ACRU-04,-99,-99,8,0
9/15/1993,QUAL-02,-99,-99,5,0
9/15/1993,RHSP-03,-99,-99,0,0
9/15/1993,NEMU-03,-99,-99,90,0
9/15/1993,ARSP-02,-99,-99,0,0
9/15/1993,CRSP-03,-99,-99,0,0
9/15/1993,BELE-03,-99,-99,0,0
9/15/1993,HAVI-03,-99,-99,0,0
9/15/1993,QUVE-03,-99,-99,10,0
9/15/1993,TSCA-05,-99,-99,0,0
9/15/1993,QUVE-04,-99,-99,0,0
9/15/1993,QURU-03,-99,-99,0,0
9/15/1993,CRSP-02,-99,-99,0,0
9/15/1993,PRSE-02,-99,-99,0,0
9/15/1993,BEPA-02,-99,-99,0,0
9/15/1993,BEPA-03,-99,-99,0,0
9/15/1993,BEPA-04,-99,-99,0,0
9/15/1993,COAL-03,-99,-99,0,0
9/15/1993,FRAM-02,-99,-99,10,0
9/15/1993,FAGR-04,-99,-99,0,0
9/15/1993,QUAL-03,-99,-99,0,0
9/15/1993,ILVE-02,-99,-99,0,0
9/15/1993,ACSA-02,-99,-99,0,0
9/15/1993,FRAM-03,-99,-99,0,0
9/15/1993,SAPU-02,-99,-99,0,0
9/15/1993,ARSP-03,-99,-99,0,0
9/15/1993,POTR-04,-99,-99,0,0
9/15/1993,FRAM-05,-99,-99,0,0
9/15/1993,ACSA-03,-99,-99,5,0
9/15/1993,PRSE-03,-99,-99,0,0
9/15/1993,QURU-04,-99,-99,0,0
9/15/1993,ACRU-05,-99,-99,3,0
9/15/1993,PIST-04,-99,-99,0,0
9/15/1993,FRAM-04,-99,-99,0,0
9/15/1993,POTR-02,-99,-99,0,0
9/22/1993,VACO-01,-99,-99,0,0
9/22/1993,PIST-01,-99,-99,0,0
9/22/1993,AMSP-01,-99,-99,8,0
9/22/1993,FRAM-01,-99,-99,8,0
9/22/1993,PRSE-01,-99,-99,5,0
9/22/1993,ILVE-01,-99,-99,0,0
9/22/1993,VICA-01,-99,-99,0,0
9/22/1993,ACRU-01,-99,-99,8,0
9/22/1993,SAPU-01,-99,-99,0,0
9/22/1993,AMSP-02,-99,-99,0,0
9/22/1993,ACSA-01,-99,-99,0,0
9/22/1993,BELE-01,-99,-99,3,0
9/22/1993,SAPU-03,-99,-99,0,0
9/22/1993,BEAL-01,-99,-99,8,0
9/22/1993,COAL-02,-99,-99,0,0
9/22/1993,QURU-01,-99,-99,0,0
9/22/1993,VICA-02,-99,-99,80,0
9/22/1993,QUAL-01,-99,-99,1,0
9/22/1993,FAGR-01,-99,-99,0,0
9/22/1993,VIAL-01,-99,-99,0,0
9/22/1993,ACPE-01,-99,-99,0,0
9/22/1993,TSCA-01,-99,-99,0,0
9/22/1993,QUVE-01,-99,-99,3,0
9/22/1993,VACO-02,-99,-99,8,0
9/22/1993,LYLI-02,-99,-99,0,0
9/22/1993,LYLI-01,-99,-99,0,0
9/22/1993,BEPO-01,-99,-99,1,0
9/22/1993,LYLI-03,-99,-99,20,0
9/22/1993,KAAN-01,-99,-99,0,0
9/22/1993,PIST-02,-99,-99,0,0
9/22/1993,BEPA-01,-99,-99,0,0
9/22/1993,CRSP-01,-99,-99,1,0
9/22/1993,ACRU-02,-99,-99,25,0
9/22/1993,RHSP-01,-99,-99,100,0
9/22/1993,ACPE-02,-99,-99,8,0
9/22/1993,CADE-01,-99,-99,0,0
9/22/1993,NYSY-04,-99,-99,0,0
9/22/1993,KALA-01,-99,-99,1,0
9/22/1993,FAGR-02,-99,-99,0,0
9/22/1993,ACPE-03,-99,-99,0,0
9/22/1993,HAVI-01,-99,-99,80,0
9/22/1993,BEAL-02,-99,-99,8,0
9/22/1993,BELE-02,-99,-99,0,0
9/22/1993,VICA-03,-99,-99,15,0
9/22/1993,VIAL-02,-99,-99,0,0
9/22/1993,FAGR-03,-99,-99,0,0
9/22/1993,TSCA-04,-99,-99,0,0
9/22/1993,CADE-02,-99,-99,0,0
9/22/1993,KALA-02,-99,-99,5,0
9/22/1993,VACO-03,-99,-99,0,0
9/22/1993,KAAN-02,-99,-99,0,0
9/22/1993,NEMU-01,-99,-99,100,0
9/22/1993,ILVE-04,-99,-99,5,0
9/22/1993,NEMU-02,-99,-99,100,0
9/22/1993,RHSP-02,-99,-99,3,0
9/22/1993,AMSP-03,-99,-99,15,0
9/22/1993,NYSY-02,-99,-99,1,0
9/22/1993,BEPO-02,-99,-99,1,0
9/22/1993,BEAL-03,-99,-99,8,0
9/22/1993,NYSY-03,-99,-99,0,0
9/22/1993,HAVI-02,-99,-99,0,0
9/22/1993,QURU-02,-99,-99,0,0
9/22/1993,ARSP-01,-99,-99,0,0
9/22/1993,ACRU-03,-99,-99,10,0
9/22/1993,VIAL-03,-99,-99,1,90
9/22/1993,KAAN-03,-99,-99,0,0
9/22/1993,VACO-04,-99,-99,0,0
9/22/1993,ACPE-04,-99,-99,1,0
9/22/1993,CADE-03,-99,-99,1,0
9/22/1993,QUVE-02,-99,-99,0,0
9/22/1993,BEPO-03,-99,-99,15,0
9/22/1993,PIST-03,-99,-99,0,0
9/22/1993,KALA-03,-99,-99,4,0
9/22/1993,BEPO-04,-99,-99,5,0
9/22/1993,ACRU-04,-99,-99,18,0
9/22/1993,QUAL-02,-99,-99,40,0
9/22/1993,RHSP-03,-99,-99,100,0
9/22/1993,NEMU-03,-99,-99,50,0
9/22/1993,ARSP-02,-99,-99,1,0
9/22/1993,CRSP-03,-99,-99,0,0
9/22/1993,BELE-03,-99,-99,0,0
9/22/1993,HAVI-03,-99,-99,0,0
9/22/1993,QUVE-03,-99,-99,13,0
9/22/1993,TSCA-05,-99,-99,1,0
9/22/1993,QUVE-04,-99,-99,1,0
9/22/1993,QURU-03,-99,-99,0,0
9/22/1993,CRSP-02,-99,-99,0,0
9/22/1993,PRSE-02,-99,-99,5,0
9/22/1993,BEPA-02,-99,-99,0,0
9/22/1993,BEPA-03,-99,-99,0,0
9/22/1993,BEPA-04,-99,-99,3,0
9/22/1993,COAL-03,-99,-99,1,0
9/22/1993,FRAM-02,-99,-99,65,0
9/22/1993,FAGR-04,-99,-99,0,0
9/22/1993,QUAL-03,-99,-99,0,0
9/22/1993,ILVE-02,-99,-99,1,0
9/22/1993,ACSA-02,-99,-99,0,0
9/22/1993,FRAM-03,-99,-99,0,0
9/22/1993,SAPU-02,-99,-99,0,0
9/22/1993,ARSP-03,-99,-99,0,0
9/22/1993,POTR-04,-99,-99,0,0
9/22/1993,FRAM-05,-99,-99,1,0
9/22/1993,ACSA-03,-99,-99,25,0
9/22/1993,PRSE-03,-99,-99,15,0
9/22/1993,QURU-04,-99,-99,1,0
9/22/1993,ACRU-05,-99,-99,50,0
9/22/1993,PIST-04,-99,-99,0,0
