DATE,JULIAN,TREEID,CIRCUIT,BCON,BBRK,FBUD,FOPN,FPST,SEX,LENGTH,WIDTH,LFIN,L75,L95,TIP,COMMENTS
4/4/2001,94,ACPE-01,24,NS,0,ND,0,0,,0.0,0.0,0,0,0,0,
4/4/2001,94,ACPE-02,38,NS,0,ND,0,0,,0.0,0.0,0,0,0,0,
4/4/2001,94,ACPE-03,43,NS,0,ND,0,0,,0.0,0.0,0,0,0,0,
4/4/2001,94,ACPE-04,71,NS,0,ND,0,0,,0.0,0.0,0,0,0,0,
4/4/2001,94,ACRU-01,8,NS,0,SS,0,0,,0.0,0.0,0,0,0,0,
4/4/2001,94,ACRU-02,36,NS,0,SS,0,0,,0.0,0.0,0,0,0,0,
4/4/2001,94,ACRU-03,67,NS,0,SS,0,0,,0.0,0.0,0,0,0,0,
4/4/2001,94,ACRU-04,78,NS,0,ND,0,0,,0.0,0.0,0,0,0,0,
4/4/2001,94,ACRU-05,108,NS,0,SS,0,0,,0.0,0.0,0,0,0,0,
4/4/2001,94,ACSA-01,12,NS,0,ND,0,0,,0.0,0.0,0,0,0,0,
4/4/2001,94,ACSA-02,100,NS,0,ND,0,0,,0.0,0.0,0,0,0,0,
4/4/2001,94,ACSA-03,105,NS,0,ND,0,0,,0.0,0.0,0,0,0,0,
4/4/2001,94,AMSP-01,3,SS,0,ND,0,0,,0.0,0.0,0,0,0,0,
4/4/2001,94,AMSP-02,11,SS,0,ND,0,0,,0.0,0.0,0,0,0,0,
4/4/2001,94,AMSP-03,59,NS,0,ND,0,0,,0.0,0.0,0,0,0,0,
4/4/2001,94,ARSP-01,66,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,ARSP-02,82,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,ARSP-04,103,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,BEAL-01,16,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,BEAL-02,45,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,BEAL-03,62,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,BELE-01,13,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,BELE-02,46,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,BELE-03,84,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,BEPA-01,34,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,BEPA-02,92,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,BEPA-03,93,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,BEPA-04,94,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,BEPO-01,30,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,BEPO-02,61,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,BEPO-03,74,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,BEPO-04,77,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,CADE-01,39,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,CADE-03,72,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,CADE-04,51,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,COAL-01,10,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,COAL-03,95,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,COAL-04,17,-99,-99,-99,-99,-99,,-99.0,-99.0,-99,-99,-99,-99
4/4/2001,94,CRSP-01,35,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,CRSP-02,90,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,CRSP-03,83,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,FAGR-01,22,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,FAGR-02,42,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,FAGR-03,49,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,FAGR-04,97,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,FRAM-01,4,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,FRAM-02,96,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,FRAM-03,101,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,FRAM-04,110,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,HAVI-01,44,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,HAVI-02,64,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,HAVI-03,85,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,ILVE-01,6,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,ILVE-02,99,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,ILVE-03,20,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,ILVE-04,56,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,KAAN-01,32,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,KAAN-02,54,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,KAAN-03,69,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,KALA-01,41,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,KALA-02,52,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,KALA-03,76,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,LYLI-01,29,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,LYLI-02,28,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,LYLI-03,31,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,NEMU-01,55,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,NEMU-02,57,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,NEMU-03,81,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,NYSY-02,60,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,NYSY-03,63,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,NYSY-04,40,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,PIST-01,2,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,PIST-02,33,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,PIST-03,75,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,PIST-04,109,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,POTR-02,111,NS,,MS,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,POTR-04,104,NS,0,MS,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,PRSE-01,5,MS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,PRSE-02,91,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,PRSE-03,106,SS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,QUAL-02,79,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,QUAL-03,98,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,QUAL-04,21,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,QURU-01,18,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,QURU-02,65,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,QURU-03,89,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,QURU-04,107,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,QUVE-01,26,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,QUVE-02,73,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,QUVE-03,86,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,QUVE-04,88,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,RHSP-01,37,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,RHSP-02,58,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,RHSP-03,80,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,SAPU-01,9,MS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,SAPU-02,102,SS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,SAPU-03,14,MS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,SAPU-04,15,MS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,TSCA-01,25,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,TSCA-04,50,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,TSCA-05,87,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,VACO-01,1,SS,0,SS,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,VACO-02,27,SS,0,SS,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,VACO-03,53,NS,0,SS,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,VACO-04,70,SS,0,SS,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,VIAL-01,23,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,VIAL-02,48,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,VIAL-03,68,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,VICA-01,7,MS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,VICA-02,19,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/4/2001,94,VICA-03,47,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/11/2001,101,ACPE-01,24,MS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/11/2001,101,ACPE-02,38,SS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/11/2001,101,ACPE-03,43,SS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/11/2001,101,ACPE-04,71,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
4/11/2001,101,ACRU-01,8,NS,0,VS,0,0,,0.0,0.0,0,0,0,0
4/11/2001,101,ACRU-02,36,SS,0,MS,0,0,,0.0,0.0,0,0,0,0
4/11/2001,101,ACRU-03,67,NS,0,MS,0,0,,0.0,0.0,0,0,0,0
4/11/2001,101,ACRU-04,78,NS,0,MS,0,0,,0.0,0.0,0,0,0,0
4/11/2001,101,ACRU-05,108,SS,0,MS,0,0,,0.0,0.0,0,0,0,0
4/11/2001,101,ACSA-01,12,NS,0,ND,0,0,,0.0,0.0,0,0,0,0
